Year,Lake,DOYtrunc,BGA_YSI,BGA_HYLB,BGA_logged_YSI,BGA_logged_HYLB,DO_YSI,DO_HYLB,DOsat_calc_YSI,DOsat_calc_HYLB,PH_YSI,PH_HYLB,Temp_YSI,Temp_HYLB,Manual_Chl
2013,R,150,644.9097222,242.8996883,2.805859647,2.302489497,9.125625,9.225528327,104.1891442,105.0427451,6.286944444,6.798993056,19.05513889,18.89333333,3.796434685
2013,R,151,653.5104167,374.9961984,2.811075578,2.387225256,8.685694444,8.800806104,101.1033469,102.3541343,6.246215278,6.762708333,20.18225694,20.13638889,3.505616562
2013,R,152,668.5243056,204.2118056,2.82173203,2.303975774,8.56625,8.569313049,98.83807429,99.13661185,6.293784722,6.8225,19.63899306,19.79927083,5.410756778
2013,R,153,660.5520833,436.6895927,2.817633922,2.457662769,8.921666667,8.947750549,98.66016287,99.22356011,6.310868056,6.827083333,17.22961806,17.37975694,4.752423141
2013,R,154,644.7777778,320.899435,2.806948243,2.403179653,9.153819444,9.191292215,101.2410213,101.7507927,6.375277778,6.863298611,17.23635417,17.28645833,5.898230459
2013,R,155,665.3611111,246.0778691,2.821008917,2.37103911,9.167777778,9.203653327,100.8255978,101.4822685,6.374722222,6.870103776,16.93309028,17.08462299,3.920414438
2013,R,156,680.5729167,300.2083333,2.831506374,2.468836323,9.130347222,9.170285271,98.75078013,99.51743425,6.309513889,6.814548611,16.06694444,16.23996528,5.303552784
2013,R,157,688.467682,333.8993056,2.836571606,2.511182273,9.384861111,9.431396382,99.95257277,100.7848517,6.318055556,6.809166667,15.28802083,15.4540625,3.943452381
2013,R,158,665.5467414,291.5763151,2.820806759,2.445389283,9.439270833,9.486326938,100.9382844,101.5274836,6.320902778,6.792673611,15.48798611,15.5303125,3.844980974
2013,R,159,699.4803627,359.2050866,2.84171735,2.511187898,9.360868748,9.331349288,103.0400411,102.6071059,6.332999472,6.74028275,16.99022149,16.94235504,4.518079577
2013,R,160,715.8968218,356.4615444,2.852537062,2.530110515,9.266527778,9.281813049,102.6370184,103.1150383,6.337118056,6.798958333,17.3125,17.47482639,4.036638275
2013,R,161,702.5694444,287.9013858,2.842835139,2.411667528,9.110208333,9.130701938,101.1836043,101.4441306,6.2840625,6.745803465,17.4659375,17.47775888,3.666824712
2013,R,162,674.8611111,261.5918314,2.82484773,2.324512303,8.887361111,9.022264438,101.799057,102.8553114,6.252361111,6.735868056,19.22208333,18.93576389,3.998605561
2013,R,163,679.2013889,232.4411102,2.824806116,2.280603972,8.610416667,8.641153327,100.4161689,100.6396671,6.224791667,6.706631944,20.29486111,20.20833333,3.197333266
2013,R,164,724.3333333,246.5145434,2.849676548,2.302071405,8.374756944,8.364000549,98.2952499,98.28141499,6.177083333,6.707430556,20.69541667,20.76548611,2.519523662
2013,R,165,650.6222608,176.3518148,2.807156379,2.207099127,8.262048611,8.262472771,96.80568804,96.81341605,6.167708333,6.65875,20.59236111,20.58434028,2.097084773
2013,R,166,729.7952502,173.3263889,2.841606249,2.212563742,8.058090278,8.048444993,94.90334584,94.93945312,6.150729167,6.637534722,20.92257217,21.00229167,2.521994065
2013,R,167,680.5295665,188.1258485,2.820725622,2.196531257,7.929166667,7.887403327,92.9699507,92.58594439,6.117118056,6.5990625,20.62854167,20.71407984,1.77731123
2013,R,168,717.3054181,151.8359218,2.840351968,2.159454427,7.87235667,7.819278327,92.60079315,92.20214219,6.12090063,6.607986111,20.84405161,20.98243056,1.339647765
2013,R,169,819.7430556,169.9051257,2.901658119,2.160384908,8.035277778,8.053619035,94.20062769,94.37116453,6.130659722,6.552696884,20.62274306,20.59041519,1.401695093
2013,R,170,828.875,169.3747351,2.910980589,2.172215439,8.0128125,8.062993604,94.43409931,95.06673734,6.1384375,6.545243056,20.95260417,20.97788194,2.056524205
2013,R,171,840.0590278,154.0885296,2.917171909,2.176991601,8.082256944,8.144208882,95.42871755,96.36023985,6.186701389,6.606909722,21.06388889,21.19784722,2.314365322
2013,R,172,837.6354167,177.4375,2.918854141,2.237178458,7.931006944,7.988097771,92.60595335,93.51936465,6.110868056,6.547152778,20.35927083,20.52402778,3.001539476
2013,R,173,851.6805556,163.6590017,2.920667824,2.184751543,7.858854167,7.924139438,91.35174314,92.29331712,6.081597222,6.497430556,20.08302083,20.20496528,2.637126329
2013,R,174,857.2534722,184.8793922,2.928278318,2.207237412,7.921388889,7.961778327,93.91129421,94.46618767,6.119513889,6.520659722,21.34427083,21.39659722,2.333554033
2013,R,175,866.6116009,228.30266,2.93184498,2.238942621,8.005982153,8.06522264,97.36855866,98.06995542,6.174393474,6.609478453,23.07554139,23.05597778,2.186134178
2013,R,176,897.1066137,196.8607292,2.945244639,2.211381488,7.948125,8.017125549,98.88582676,99.52037591,6.229305556,6.611423611,24.76177083,24.59472222,2.385547395
2013,R,177,952.3368056,182.4000917,2.969333567,2.223105621,7.681076389,7.701331183,96.74028468,96.94662897,6.150271877,6.560195102,25.75597222,25.72055556,2.663209187
2013,R,178,941.207389,217.6667516,2.964085105,2.262398369,7.621006944,7.638722771,95.46911716,95.78473094,6.131736111,6.612569444,25.33214571,25.39288194,2.797759966
2013,R,179,949.3657044,215.010043,2.967757669,2.290071931,7.516909722,7.570389438,92.91080799,93.762196,6.082673611,6.567638889,24.26121528,24.41677083,4.010785222
2013,R,180,975.6091686,310.3141731,2.980125985,2.375899436,7.651319444,7.698167215,92.8663908,93.63828686,6.075798611,6.569583333,22.92232639,23.07690972,4.278048341
2013,R,181,909.2738228,283.2022436,2.952958258,2.366816064,7.926493056,7.940319993,95.65787911,95.84465194,6.135173611,6.586909722,22.5225,22.53822917,3.293966233
2013,R,182,957.6446806,247.3318379,2.970375642,2.341446336,8.057152778,8.099208882,98.23036518,98.65407446,6.214177498,6.65815838,23.2503125,23.20153742,3.876521699
2013,R,183,926.3993056,361.3909141,2.959384028,2.411282696,8.127916667,8.189903327,99.03177444,99.81328813,6.23,6.704618056,23.19829861,23.21628472,3.617818813
2013,R,184,934.9479167,333.1305937,2.964027359,2.379091638,8.056944444,8.084868604,98.71234319,99.03643594,6.226215278,6.66798069,23.60888889,23.61496813,3.434549392
2013,R,185,947.5798611,252.978256,2.967119134,2.319593817,8.039131944,8.068965827,99.64182118,100.0358255,6.241145833,6.717534722,24.48732639,24.50302083,2.986487254
2013,R,186,930.331378,363.4636982,2.962955442,2.370580465,7.922951389,7.967368604,98.81694922,99.4613109,6.22216302,6.746875,24.97225694,25.04170139,2.696760705
2013,R,187,956.7777778,209.0798875,2.973397163,2.250316797,7.717256944,7.748618604,96.52494,96.99792276,6.178090278,6.7096875,25.20357639,25.26736111,2.446330796
2013,R,188,950.3402778,209.2245868,2.972529804,2.263128042,7.584618056,7.605181104,95.25089554,95.49638937,6.1440625,6.644756944,25.52041667,25.50697917,1.986261351
2013,R,189,974.5555556,240.1861481,2.984032218,2.264280284,7.616840278,7.605563049,96.46204687,96.30895476,6.204479167,6.633888889,26.22034722,26.21277778,3.519289955
